#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         266     -7.600000e-01     -7.690226e-01      5.631506e-03
         267     -7.600000e-01     -7.689888e-01      5.610516e-03
         268     -7.600000e-01     -7.689552e-01      5.589681e-03
         269     -8.400000e-01     -7.692193e-01      5.575138e-03
         270     -7.600000e-01     -7.691852e-01      5.554593e-03
         271     -8.400000e-01     -7.694465e-01      5.540240e-03
         272     -8.400000e-01     -7.697059e-01      5.525940e-03
         273     -8.400000e-01     -7.699634e-01      5.511694e-03
         274     -7.600000e-01     -7.699270e-01      5.491699e-03
         275     -8.400000e-01     -7.701818e-01      5.477637e-03
         276     -8.400000e-01     -7.704348e-01      5.463629e-03
         277     -7.600000e-01     -7.703971e-01      5.444034e-03
         278     -8.400000e-01     -7.706475e-01      5.430205e-03
         279     -8.400000e-01     -7.708961e-01      5.416429e-03
         280     -8.400000e-01     -7.711429e-01      5.402704e-03
         281     -8.400000e-01     -7.713879e-01      5.389032e-03
         282     -7.600000e-01     -7.713475e-01      5.370073e-03
         283     -8.400000e-01     -7.715901e-01      5.356574e-03
         284     -8.400000e-01     -7.718310e-01      5.343126e-03
         285     -9.200000e-01     -7.723509e-01      5.349611e-03
         286     -1.000000e+00     -7.731469e-01      5.389798e-03
         287     -8.400000e-01     -7.733798e-01      5.376050e-03
         288     -8.400000e-01     -7.736111e-01      5.362357e-03
         289     -7.600000e-01     -7.735640e-01      5.344009e-03
         290     -8.400000e-01     -7.737931e-01      5.330490e-03
         291     -8.400000e-01     -7.740206e-01      5.317025e-03
         292     -7.600000e-01     -7.739726e-01      5.299033e-03
         293     -7.600000e-01     -7.739249e-01      5.281162e-03
         294     -7.600000e-01     -7.738776e-01      5.263411e-03
         295     -7.600000e-01     -7.738305e-01      5.245779e-03
         296     -8.400000e-01     -7.740541e-01      5.232818e-03
         297     -8.400000e-01     -7.742761e-01      5.219908e-03
         298     -8.400000e-01     -7.744966e-01      5.207049e-03
         299     -7.600000e-01     -7.744482e-01      5.189860e-03
         300     -6.000000e-01     -7.738667e-01      5.205035e-03
         301     -6.800000e-01     -7.735548e-01      5.197076e-03
         302     -6.000000e-01     -7.729801e-01      5.211544e-03
         303     -6.000000e-01     -7.724092e-01      5.225519e-03
         304     -8.400000e-01     -7.726316e-01      5.213058e-03
         305     -7.600000e-01     -7.725902e-01      5.196130e-03
         306     -7.600000e-01     -7.725490e-01      5.179313e-03
         307     -6.800000e-01     -7.722476e-01      5.171208e-03
         308     -6.000000e-01     -7.716883e-01      5.184570e-03
         309     -6.800000e-01     -7.713916e-01      5.176276e-03
         310     -7.600000e-01     -7.713548e-01      5.159708e-03
         311     -7.600000e-01     -7.713183e-01      5.143247e-03
         312     -7.600000e-01     -7.712821e-01      5.126890e-03
         313     -7.600000e-01     -7.712460e-01      5.110637e-03
         314     -8.400000e-01     -7.714650e-01      5.099049e-03
         315     -7.600000e-01     -7.714286e-01      5.082992e-03
         316     -7.600000e-01     -7.713924e-01      5.067035e-03
         317     -8.400000e-01     -7.716088e-01      5.055671e-03
         318     -8.400000e-01     -7.718239e-01      5.044345e-03
         319     -8.400000e-01     -7.720376e-01      5.033057e-03
         320     -7.600000e-01     -7.720000e-01      5.017469e-03
         321     -7.600000e-01     -7.719626e-01      5.001978e-03
         322     -7.600000e-01     -7.719255e-01      4.986582e-03
         323     -9.200000e-01     -7.723839e-01      4.992172e-03
         324     -9.200000e-01     -7.728395e-01      4.997511e-03
         325     -8.400000e-01     -7.730462e-01      4.986405e-03
         326     -7.600000e-01     -7.730061e-01      4.971269e-03
         327     -7.600000e-01     -7.729664e-01      4.956226e-03
         328     -9.200000e-01     -7.734146e-01      4.961346e-03
         329     -7.600000e-01     -7.733739e-01      4.946434e-03
         330     -7.600000e-01     -7.733333e-01      4.931611e-03
         331     -6.800000e-01     -7.730514e-01      4.924766e-03
         332     -6.800000e-01     -7.727711e-01      4.917901e-03
         333     -6.800000e-01     -7.724925e-01      4.911018e-03
         334     -6.000000e-01     -7.719760e-01      4.923394e-03
         335     -5.200000e-01     -7.712239e-01      4.965821e-03
         336     -5.200000e-01     -7.704762e-01      5.007014e-03
         337     -6.000000e-01     -7.699703e-01      5.017645e-03
         338     -6.000000e-01     -7.694675e-01      5.027936e-03
         339     -6.800000e-01     -7.692035e-01      5.020026e-03
         340     -7.600000e-01     -7.691765e-01      5.005334e-03
         341     -7.600000e-01     -7.691496e-01      4.990728e-03
         342     -6.800000e-01     -7.688889e-01      4.982938e-03
         343     -7.600000e-01     -7.688630e-01      4.968478e-03
         344     -7.600000e-01     -7.688372e-01      4.954102e-03
         345     -7.600000e-01     -7.688116e-01      4.939808e-03
         346     -8.400000e-01     -7.690173e-01      4.929814e-03
         347     -9.200000e-01     -7.694524e-01      4.934771e-03
         348     -8.400000e-01     -7.696552e-01      4.924753e-03
         349     -9.200000e-01     -7.700860e-01      4.929447e-03
         350     -8.400000e-01     -7.702857e-01      4.919409e-03
         351     -9.200000e-01     -7.707123e-01      4.923850e-03
         352     -8.400000e-01     -7.709091e-01      4.913795e-03
         353     -9.200000e-01     -7.713314e-01      4.917992e-03
         354     -8.400000e-01     -7.715254e-01      4.907924e-03
         355     -8.400000e-01     -7.717183e-01      4.897888e-03
         356     -8.400000e-01     -7.719101e-01      4.887884e-03
         357     -8.400000e-01     -7.721008e-01      4.877912e-03
         358     -8.400000e-01     -7.722905e-01      4.867972e-03
         359     -7.600000e-01     -7.722563e-01      4.854533e-03
         360     -7.600000e-01     -7.722222e-01      4.841167e-03
         361     -8.400000e-01     -7.724100e-01      4.831396e-03
         362     -6.800000e-01     -7.721547e-01      4.824789e-03
         363     -7.600000e-01     -7.721212e-01      4.811614e-03
         364     -7.600000e-01     -7.720879e-01      4.798510e-03
         365     -7.600000e-01     -7.720548e-01      4.785478e-03
         366     -8.400000e-01     -7.722404e-01      4.776002e-03
         367     -8.400000e-01     -7.724251e-01      4.766556e-03
         368     -8.400000e-01     -7.726087e-01      4.757139e-03
         369     -7.600000e-01     -7.725745e-01      4.744370e-03
         370     -7.600000e-01     -7.725405e-01      4.731669e-03
         371     -7.600000e-01     -7.725067e-01      4.719036e-03
         372     -7.600000e-01     -7.724731e-01      4.706470e-03
         373     -7.600000e-01     -7.724397e-01      4.693971e-03
         374     -7.600000e-01     -7.724064e-01      4.681538e-03
         375     -6.800000e-01     -7.721600e-01      4.675535e-03
         376     -7.600000e-01     -7.721277e-01      4.663212e-03
         377     -7.600000e-01     -7.720955e-01      4.650953e-03
         378     -7.600000e-01     -7.720635e-01      4.638759e-03
         379     -7.600000e-01     -7.720317e-01      4.626629e-03
         380     -7.600000e-01     -7.720000e-01      4.614562e-03
         381     -6.800000e-01     -7.717585e-01      4.608764e-03
         382     -6.800000e-01     -7.715183e-01      4.602954e-03
         383     -7.600000e-01     -7.714883e-01      4.591034e-03
         384     -6.800000e-01     -7.712500e-01      4.585256e-03
         385     -6.800000e-01     -7.710130e-01      4.579468e-03
         386     -7.600000e-01     -7.709845e-01      4.567693e-03
         387     -6.800000e-01     -7.707494e-01      4.561937e-03
         388     -6.800000e-01     -7.705155e-01      4.556171e-03
         389     -6.800000e-01     -7.702828e-01      4.550396e-03
         390     -7.600000e-01     -7.702564e-01      4.538805e-03
         391     -8.400000e-01     -7.704348e-01      4.530701e-03
         392     -8.400000e-01     -7.706122e-01      4.522617e-03
         393     -8.400000e-01     -7.707888e-01      4.514554e-03
         394     -7.600000e-01     -7.707614e-01      4.503179e-03
         395     -7.600000e-01     -7.707342e-01      4.491861e-03
         396     -8.400000e-01     -7.709091e-01      4.483922e-03
         397     -9.200000e-01     -7.712846e-01      4.488326e-03
         398     -9.200000e-01     -7.716583e-01      4.492576e-03
         399     -9.200000e-01     -7.720301e-01      4.496673e-03
         400     -9.200000e-01     -7.724000e-01      4.500622e-03
         401     -9.200000e-01     -7.727681e-01      4.504425e-03
         402     -8.400000e-01     -7.729353e-01      4.496324e-03
         403     -7.600000e-01     -7.729032e-01      4.485281e-03
         404     -7.600000e-01     -7.728713e-01      4.474293e-03
         405     -8.400000e-01     -7.730370e-01      4.466314e-03
         406     -6.800000e-01     -7.728079e-01      4.461188e-03
         407     -7.600000e-01     -7.727764e-01      4.450338e-03
         408     -7.600000e-01     -7.727451e-01      4.439540e-03
         409     -7.600000e-01     -7.727139e-01      4.428795e-03
         410     -8.400000e-01     -7.728780e-01      4.421033e-03
         411     -7.600000e-01     -7.728467e-01      4.410387e-03
         412     -6.800000e-01     -7.726214e-01      4.405436e-03
         413     -6.800000e-01     -7.723971e-01      4.400474e-03
         414     -7.600000e-01     -7.723671e-01      4.389946e-03
         415     -7.600000e-01     -7.723373e-01      4.379469e-03
         416     -7.600000e-01     -7.723077e-01      4.369042e-03
         417     -7.600000e-01     -7.722782e-01      4.358665e-03
         418     -7.600000e-01     -7.722488e-01      4.348336e-03
         419     -7.600000e-01     -7.722196e-01      4.338057e-03
         420     -7.600000e-01     -7.721905e-01      4.327825e-03
         421     -7.600000e-01     -7.721615e-01      4.317642e-03
         422     -6.800000e-01     -7.719431e-01      4.312931e-03
         423     -6.000000e-01     -7.715366e-01      4.321847e-03
         424     -6.800000e-01     -7.713208e-01      4.317043e-03
         425     -7.600000e-01     -7.712941e-01      4.306968e-03
         426     -7.600000e-01     -7.712676e-01      4.296939e-03
         427     -8.400000e-01     -7.714286e-01      4.289890e-03
         428     -8.400000e-01     -7.715888e-01      4.282857e-03
         429     -8.400000e-01     -7.717483e-01      4.275842e-03
         430     -7.600000e-01     -7.717209e-01      4.265985e-03
         431     -7.600000e-01     -7.716937e-01      4.256174e-03
         432     -6.800000e-01     -7.714815e-01      4.251611e-03
         433     -6.800000e-01     -7.712702e-01      4.247038e-03
         434     -6.800000e-01     -7.710599e-01      4.242456e-03
         435     -7.600000e-01     -7.710345e-01      4.232779e-03
         436     -6.000000e-01     -7.706422e-01      4.241210e-03
         437     -8.400000e-01     -7.708009e-01      4.234473e-03
         438     -7.600000e-01     -7.707763e-01      4.224877e-03
         439     -7.600000e-01     -7.707517e-01      4.215325e-03
         440     -6.800000e-01     -7.705455e-01      4.210787e-03
         441     -7.600000e-01     -7.705215e-01      4.201307e-03
         442     -8.400000e-01     -7.706787e-01      4.194741e-03
         443     -8.400000e-01     -7.708352e-01      4.188190e-03
         444     -6.800000e-01     -7.706306e-01      4.183751e-03
         445     -7.600000e-01     -7.706067e-01      4.174417e-03
         446     -9.200000e-01     -7.709417e-01      4.178475e-03
         447     -9.200000e-01     -7.712752e-01      4.182412e-03
         448     -8.400000e-01     -7.714286e-01      4.175889e-03
         449     -6.800000e-01     -7.712249e-01      4.171550e-03
         450     -7.600000e-01     -7.712000e-01      4.162355e-03
         451     -6.800000e-01     -7.709978e-01      4.158035e-03
         452     -6.800000e-01     -7.707965e-01      4.153706e-03
         453     -7.600000e-01     -7.707726e-01      4.144605e-03
         454     -7.600000e-01     -7.707489e-01      4.135544e-03
         455     -6.800000e-01     -7.705495e-01      4.131262e-03
         456     -6.000000e-01     -7.701754e-01      4.139097e-03
         457     -6.800000e-01     -7.699781e-01      4.134741e-03
         458     -6.800000e-01     -7.697817e-01      4.130378e-03
         459     -7.600000e-01     -7.697603e-01      4.121434e-03
         460     -7.600000e-01     -7.697391e-01      4.112529e-03
         461     -7.600000e-01     -7.697180e-01      4.103662e-03
         462     -8.400000e-01     -7.698701e-01      4.097599e-03
         463     -7.600000e-01     -7.698488e-01      4.088804e-03
         464     -8.400000e-01     -7.700000e-01      4.082786e-03
         465     -8.400000e-01     -7.701505e-01      4.076780e-03
         466     -8.400000e-01     -7.703004e-01      4.070787e-03
         467     -8.400000e-01     -7.704497e-01      4.064805e-03
         468     -8.400000e-01     -7.705983e-01      4.058835e-03
         469     -7.600000e-01     -7.705757e-01      4.050244e-03
         470     -8.400000e-01     -7.707234e-01      4.044319e-03
         471     -7.600000e-01     -7.707006e-01      4.035796e-03
         472     -8.400000e-01     -7.708475e-01      4.029916e-03
         473     -8.400000e-01     -7.709937e-01      4.024047e-03
         474     -8.400000e-01     -7.711392e-01      4.018190e-03
         475     -7.600000e-01     -7.711158e-01      4.009799e-03
         476     -7.600000e-01     -7.710924e-01      4.001443e-03
         477     -7.600000e-01     -7.710692e-01      3.993122e-03
         478     -7.600000e-01     -7.710460e-01      3.984835e-03
